hateSpeech,counterSpeech,cnType,Target
"Islam is not a religion, its just an excuse for retarded sexual psychopaths, bastards who pollute the world.","That is a misunderstanding. On the contrary, Islam is a peaceful religion and condemns any crimes or violences to anyone.",Positive,MUSLIMS
"gay men are unnatural, they abuse their anus.","The sad truth is that homosexuals are more likely to abuse drugs and alcohol (as a reaction to homophobia, discrimination, or violence they experienced).",Informative,LGBT+
"If you're going to talk about black rights, then you have to talk about white genocide.","This is not true, it's just a stereotypical narrative that has been constructed to incite hatred and violence against a particular racial group.",Informative,POC
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,Some horrible people are responsible for this. But why assign a religion to this? It has nothing to do with it.,Denouncing,MUSLIMS
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,"Horrific crimes of child sexual abuse and rape are not isolated to a single religion, and are tragically widespread in many societies across the globe.",Informative,MUSLIMS
"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere.",Did you miss 'Some.' from the beginning of this Tweet?,Question,MUSLIMS
"Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.",So answer hatred with hatred?,Denouncing,MUSLIMS
All Muslims are terrorists,The overwhelming majority of Muslims are peaceful people who just take their faith seriously.,Informative,MUSLIMS
"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.",So you feel like you have been persecuted for belonging to a group? Maybe you have more in common with Muslims than you think!,Humor,MUSLIMS
"We cannot celebrate our festivities, because Muslim can be offended by them.","No one is stopping you from celebrating Easter, nor are they offended by it.",Informative,MUSLIMS
Muslims conceived the slave trade.,Slavery was widely dominant before Islam. Muslims actually improved the conditions of slaves and stressed the importance of compassion and kindness.,Informative,MUSLIMS
Muslims are a problem in my opinion. They are not British.,Muslims have contributed greatly to our country and are proud of that. They are our brothers and sisters. Why should we be afraid of a religious minority?,Positive,MUSLIMS
"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.","Except for Muslims, both Jesus and Easter are very important so they do not really have a problem with Easter.",Informative,MUSLIMS
the Nazis were right: Jews as a race were responsible for most of the ills of mankind.,"If ""the ills of mankind"" included making the best and the most addictive bread then I agree with you. Other than that: NO.",Humor,JEWS
All muslim women are stupid: we should not be influenced by them.,"And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",Informative,MUSLIMS
Islam is just a moon cult masquerading as a religion.,How can you say such an offensive statement about a religion of 1.6 billion people from all walks of life?,Denouncing,MUSLIMS
The UK isn't the nation that was before. This happened because of the Muslim invasion. This invasion represents an illness for our country.,"If a country is great, it will not be affected by any invaders. At least, it will find its way to get stronger.",Informative,MUSLIMS
"We have allowed women supremacy to take over our society, and our country is slowly dying for this cancer as a result.",The feminist movement is about changing the gender roles that have been created long ago. Not about taking over our society.,Informative,WOMEN
